cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
2,0,0,0,13,5,0,8,242,1,3,7,987,3,7,1140,2,6,808
0,2,8,1,7,806,0,13,5,14,3,7,1101,2,7,806,0,7,241
0,2,8,0,13,365,1,7,817,14,2,7,773,0,8,239,0,12,4
1,0,8,1,1,614,0,13,365,14,0,8,221,0,13,5,2,6,830
0,2,8,0,13,6,1,1,619,14,0,13,5,1,7,828,0,12,364
1,0,8,2,16,394,0,13,6,14,1,7,794,0,13,362,2,0,628
0,2,8,3,3,924,2,16,395,14,0,13,340,1,1,626,0,12,5
2,0,8,2,7,781,3,3,938,14,1,1,597,0,13,6,2,15,399
3,1,8,0,7,1121,2,7,790,14,0,13,6,2,16,397,2,2,953
2,0,8,0,8,364,0,7,1135,14,2,16,375,3,3,949,2,6,803
0,1,8,0,13,5,0,8,364,14,3,3,912,2,7,801,0,6,1150
0,2,8,3,12,1013,0,13,5,14,2,7,769,0,7,1146,3,7,363
0,2,8,0,7,307,3,12,1027,14,0,7,1107,0,8,361,0,12,4
3,1,8,0,13,5,0,7,307,14,0,8,339,0,13,5,2,11,1042
0,2,3,3,5,1183,0,13,5,14,0,13,5,3,12,1038,0,6,306
0,2,8,3,14,1022,3,5,1198,14,3,12,1001,0,7,304,0,12,4
3,1,8,3,7,1104,3,14,1036,14,0,7,283,0,13,5,2,4,1213
3,1,8,3,17,1033,3,7,1118,14,0,13,5,3,5,1209,2,13,1051
3,1,8,2,11,467,3,17,1047,14,3,5,1168,3,14,1047,2,6,1133
3,1,8,3,12,1013,2,11,470,14,3,14,1010,3,7,1129,2,16,1062
2,0,8,2,1,1258,3,12,1027,14,3,7,1090,3,17,1058,2,10,476
3,1,8,3,12,1044,2,1,1273,14,3,17,1021,2,11,474,2,11,1042
2,0,8,2,7,773,3,12,1058,14,2,11,448,3,12,1038,2,0,1288
3,1,8,3,12,1044,2,7,782,14,3,12,1001,2,1,1284,2,11,1073
2,0,8,2,7,862,3,12,1058,1,2,1,1241,3,12,1069,2,6,795
3,1,8,2,7,613,2,7,874,14,3,12,1032,2,7,793,2,11,1073
2,0,8,0,13,6,2,7,618,1,2,7,762,3,12,1069,2,6,889
2,0,8,1,7,438,0,13,6,8,3,12,1032,2,7,886,2,6,627
0,2,8,3,17,1033,1,7,441,14,2,7,851,2,7,625,0,12,5
1,0,8,2,11,627,3,17,1047,14,2,7,596,0,13,6,2,6,446
3,1,8,0,13,5,2,11,632,14,0,13,6,1,7,444,2,16,1062
2,0,8,3,12,1140,0,13,5,14,1,7,419,3,17,1058,2,10,641
0,2,8,0,13,365,3,12,1155,14,3,17,1021,2,11,639,0,12,4
3,1,8,3,3,924,0,13,365,14,2,11,609,0,13,5,2,11,1170
0,2,8,0,13,4,3,3,938,14,0,13,5,3,12,1166,0,12,364
3,1,8,2,16,516,0,13,4,14,3,12,1127,0,13,362,2,2,953
0,2,8,3,3,1129,2,16,521,14,0,13,340,3,3,949,0,12,3
2,0,8,3,7,1211,3,3,1144,14,3,3,912,0,13,4,2,15,527
3,1,8,1,7,374,3,7,1226,14,0,13,4,2,16,525,2,2,1159
3,1,8,1,11,646,1,7,374,14,2,16,499,3,3,1155,2,6,1241
1,0,8,1,7,500,1,11,651,14,3,3,1116,3,7,1237,2,6,375
1,0,8,1,11,739,1,7,503,14,3,7,1194,1,7,373,2,10,661
1,0,8,3,2,981,1,11,747,14,1,7,351,1,11,659,2,6,509
1,0,8,3,7,1228,3,2,995,14,1,11,629,1,7,507,2,10,760
3,1,8,3,12,1013,3,7,1243,14,1,7,481,1,11,758,2,1,1010
3,1,8,1,7,812,3,12,1027,14,1,11,728,3,2,1006,2,6,1258
3,1,8,1,7,904,1,7,823,14,3,2,969,3,7,1254,2,11,1042
1,0,8,1,7,380,1,7,917,14,3,7,1211,3,12,1038,2,6,836
1,0,8,0,13,3,1,7,380,14,3,12,1001,1,7,834,2,6,932
1,0,8,2,11,476,0,13,3,14,1,7,800,1,7,928,2,6,382
0,2,8,0,13,4,2,11,479,14,1,7,892,1,7,380,0,12,2
2,0,8,0,13,367,0,13,4,14,1,7,358,0,13,3,2,10,485
0,2,8,3,7,964,0,13,367,14,0,13,3,2,11,483,0,12,3
0,2,8,0,13,4,3,7,978,14,2,11,457,0,13,4,0,12,366
3,1,8,2,16,516,0,13,4,14,0,13,4,0,13,364,2,6,993
0,2,8,3,3,1129,2,16,521,14,0,13,342,3,7,989,0,12,3
2,0,8,3,7,1211,3,3,1144,14,3,7,952,0,13,4,2,15,527
3,1,8,1,11,815,3,7,1226,14,0,13,4,2,16,525,2,2,1159
3,1,8,1,7,444,1,11,826,14,2,16,499,3,3,1155,2,6,1241
1,0,8,1,7,500,1,7,447,14,3,3,1116,3,7,1237,2,10,839
1,0,8,1,11,739,1,7,503,14,3,7,1194,1,11,837,2,6,453
1,0,8,1,7,571,1,11,747,14,1,11,803,1,7,451,2,6,509
1,0,8,3,2,981,1,7,576,14,1,7,426,1,7,507,2,10,760
1,0,8,3,7,1228,3,2,995,14,1,7,481,1,11,758,2,6,582
3,1,8,3,12,1013,3,7,1243,14,1,11,728,1,7,580,2,1,1010
3,1,8,1,11,688,3,12,1027,14,1,7,551,3,2,1006,2,6,1258
3,1,8,1,7,798,1,11,695,14,3,2,969,3,7,1254,2,11,1042
1,0,8,1,11,841,1,7,808,14,3,7,1211,3,12,1038,2,10,706
1,0,8,0,13,3,1,11,853,14,3,12,1001,1,11,704,2,6,821
1,0,8,2,11,476,0,13,3,14,1,11,674,1,7,819,2,10,867
0,2,8,2,7,872,2,11,479,14,1,7,785,1,11,864,0,12,2
2,0,8,0,13,4,2,7,884,14,1,11,829,0,13,3,2,10,485
2,0,8,0,13,7,0,13,4,14,0,13,3,2,11,483,2,6,899
0,2,8,0,0,0,0,13,7,14,2,11,457,2,7,896,0,12,3
0,2,8,0,0,0,0,0,0,14,2,7,861,0,13,4,0,12,6
1,0,8,2,14,575,0,13,6,14,0,0,0,0,0,0,2,0,633
0,2,8,3,17,1099,2,14,580,14,0,0,0,1,1,631,0,12,5
2,0,8,3,3,1136,3,17,1113,14,1,1,601,0,13,6,2,13,587
3,1,8,3,2,1017,3,3,1151,14,0,13,6,2,14,585,2,16,1128
3,1,8,3,7,1231,3,2,1031,14,2,14,556,3,17,1124,2,2,1166
3,1,8,3,17,1009,3,7,1246,14,3,17,1085,3,3,1162,2,1,1046
3,1,8,3,17,1187,3,17,1023,14,3,3,1123,3,2,1042,2,6,1261
3,1,8,2,7,781,3,17,1202,14,3,2,1005,3,7,1257,2,16,1038
3,1,8,0,13,7,2,7,790,14,3,7,1214,3,17,1034,2,16,1217
2,0,8,0,0,0,0,13,7,14,3,17,997,3,17,1213,2,6,803
0,2,8,0,0,0,0,0,0,14,3,17,1172,2,7,801,0,12,6
1,0,8,0,11,795,0,13,6,14,0,0,0,0,0,0,2,0,634
0,2,8,0,13,7,0,11,804,14,0,0,0,1,1,632,0,12,5
0,0,8,0,0,0,0,13,7,14,1,1,602,0,13,6,0,10,817
0,2,8,0,0,0,0,0,0,14,0,13,6,0,11,815,0,12,6
1,0,8,1,7,384,1,7,813,14,0,0,0,0,0,0,2,6,510
1,0,8,2,11,823,1,7,384,14,0,0,0,1,7,508,2,6,826
1,0,8,0,0,0,2,11,835,14,1,7,482,1,7,824,2,6,387
2,0,8,0,0,0,0,0,0,14,1,7,790,1,7,385,2,10,848
1,0,8,1,11,561,1,11,805,14,0,0,0,0,0,0,2,6,869
1,0,8,1,11,764,1,11,566,14,0,0,0,1,7,866,2,10,818
1,0,8,0,7,734,1,11,773,14,1,7,831,1,11,816,2,10,572
1,0,8,0,8,312,0,7,742,14,1,11,782,1,11,570,2,10,786
0,0,8,0,13,5,0,8,312,14,1,11,541,1,11,784,0,6,755
0,2,3,1,7,500,0,13,5,14,1,11,753,0,7,753,3,7,311
0,2,8,0,8,130,1,7,503,14,0,7,723,0,8,309,0,12,4
1,0,8,1,7,500,0,8,130,14,0,8,288,0,13,5,2,6,509
0,2,2,1,11,649,1,7,503,5,0,13,5,1,7,507,3,7,129
1,0,6,1,7,500,1,11,655,12,1,7,481,0,8,129,2,6,509
1,0,6,0,8,211,1,7,503,12,0,8,120,1,7,507,2,10,665
1,0,6,0,13,7,0,8,211,12,1,7,481,1,11,663,2,6,509
0,2,6,0,0,0,0,13,7,12,1,11,633,1,7,507,3,7,210
0,2,8,0,0,0,0,0,0,14,1,7,481,0,8,209,0,12,6
1,0,8,1,7,508,0,7,510,14,0,0,0,0,0,0,2,2,759
0,0,8,1,7,437,1,7,513,14,0,0,0,1,3,757,0,6,516
1,0,8,1,11,561,1,7,440,14,1,3,727,0,7,514,2,6,519
1,0,8,1,7,500,1,11,566,3,0,7,488,1,7,517,2,6,445
1,0,8,1,7,535,1,7,503,10,1,7,491,1,7,443,2,10,572
1,0,8,1,7,881,1,7,540,10,1,7,418,1,11,570,2,6,509
1,0,8,1,7,508,1,7,893,10,1,11,541,1,7,507,2,6,546
1,0,8,1,7,541,1,7,513,10,1,7,481,1,7,544,2,6,908
1,0,8,1,7,839,1,7,546,10,1,7,517,1,7,905,2,6,519
1,0,8,0,13,5,1,7,851,10,1,7,870,1,7,517,2,6,552
1,0,8,3,7,1115,0,13,5,10,1,7,491,1,7,550,2,6,865
0,2,8,3,7,1243,3,7,1129,14,1,7,523,1,7,862,0,12,4
3,1,8,3,12,1013,3,7,1258,14,1,7,827,0,13,5,2,6,1144
3,1,8,3,9,1225,3,12,1027,14,0,13,5,3,7,1140,2,6,1273
3,1,8,3,7,960,3,9,1240,14,3,7,1101,3,7,1269,2,11,1042
3,1,8,3,7,1189,3,7,974,14,3,7,1226,3,12,1038,2,8,1255
3,1,8,0,13,5,3,7,1204,14,3,12,1001,3,9,1251,2,6,989
3,1,8,3,7,992,0,13,5,14,3,9,1208,3,7,985,2,6,1219
0,2,8,3,3,1129,3,7,1006,14,3,7,948,3,7,1215,0,12,4
3,1,8,3,5,1183,3,3,1144,14,3,7,1174,0,13,5,2,6,1021
3,1,8,3,7,1161,3,5,1198,14,0,13,5,3,7,1017,2,2,1159
3,1,8,3,3,1129,3,7,1176,14,3,7,980,3,3,1155,2,4,1213
3,1,8,3,7,953,3,3,1144,14,3,3,1116,3,5,1209,2,6,1191
3,1,8,0,8,151,3,7,967,14,3,5,1168,3,7,1187,2,2,1159
3,1,8,3,17,1033,0,8,151,14,3,7,1148,3,3,1155,2,6,982
0,2,8,2,7,396,3,17,1047,14,3,3,1116,3,7,978,3,7,150
3,1,8,3,12,944,2,7,397,14,3,7,941,0,8,150,2,16,1062
2,0,8,2,18,511,3,12,958,14,0,8,140,3,17,1058,2,6,401
3,1,8,0,7,1121,2,18,516,14,3,17,1021,2,7,399,2,11,973
2,0,8,0,8,362,0,7,1135,14,2,7,377,3,12,969,2,17,522
0,1,8,0,13,5,0,8,362,14,3,12,932,2,18,520,0,6,1150
0,2,8,3,3,924,0,13,5,14,2,18,494,0,7,1146,0,7,361
0,2,8,2,7,829,3,3,938,14,0,7,1107,0,8,359,0,12,4
3,1,8,1,7,450,2,7,841,14,0,8,337,0,13,5,2,2,953
2,0,8,0,7,1121,1,7,453,14,0,13,5,3,3,949,2,6,854
1,0,8,0,8,63,0,7,1135,14,3,3,912,2,7,851,2,6,459
0,1,8,0,13,5,0,8,63,14,2,7,816,1,7,457,0,6,1150
0,2,8,3,12,1013,0,13,5,14,1,7,431,0,7,1146,3,7,62
0,2,8,0,8,271,3,12,1027,14,0,7,1107,0,8,63,0,12,4
3,1,8,0,13,5,0,8,271,14,0,8,62,0,13,5,2,11,1042
0,2,3,3,12,1013,0,13,5,14,0,13,5,3,12,1038,0,7,270
0,2,8,3,7,990,3,12,1027,14,3,12,1001,0,8,268,0,12,4
3,1,8,3,12,979,3,7,1004,14,0,8,248,0,13,5,2,11,1042
3,1,8,3,3,924,3,12,993,14,0,13,5,3,12,1038,2,6,1019
3,1,8,2,7,671,3,3,938,14,3,12,1001,3,7,1015,2,11,1008
3,1,8,0,7,1121,2,7,677,14,3,7,978,3,12,1004,2,2,953
2,0,8,0,8,112,0,7,1135,14,3,12,967,3,3,949,2,6,688
0,1,8,0,13,5,0,8,112,14,3,3,912,2,7,686,0,6,1150
0,2,8,3,12,1013,0,13,5,14,2,7,656,0,7,1146,0,7,111
0,2,8,0,8,76,3,12,1027,14,0,7,1107,0,8,112,0,12,4
3,1,8,0,13,5,0,8,76,14,0,8,105,0,13,5,2,11,1042
0,2,2,3,17,1174,0,13,5,14,0,13,5,3,12,1038,0,7,75
0,2,8,3,7,1115,3,17,1189,14,3,12,1001,0,8,76,0,12,4
3,1,8,0,7,492,3,7,1129,14,0,8,73,0,13,5,2,16,1204
3,1,8,3,12,1013,0,7,495,14,0,13,5,3,17,1200,2,6,1144
0,0,8,0,8,108,3,12,1027,1,3,17,1160,3,7,1140,0,6,501
3,1,8,0,13,5,0,8,108,14,3,7,1101,0,7,499,2,11,1042
0,2,8,3,4,1038,0,13,5,14,0,7,473,3,12,1038,0,7,107
0,2,8,3,15,1230,3,4,1052,14,3,12,1001,0,8,108,0,12,4
3,1,8,3,12,1044,3,15,1245,14,0,8,102,0,13,5,2,3,1067
3,1,8,3,7,1252,3,12,1058,14,0,13,5,3,4,1063,2,14,1260
3,1,8,3,3,1129,3,7,1267,14,3,4,1026,3,15,1256,2,11,1073
3,1,8,3,5,1183,3,3,1144,14,3,15,1213,3,12,1069,2,6,1282
3,1,8,3,7,993,3,5,1198,14,3,12,1032,3,7,1278,2,2,1159
3,1,8,3,17,1033,3,7,1007,14,3,7,1235,3,3,1155,2,4,1213
3,1,8,2,7,786,3,17,1047,14,3,3,1116,3,5,1209,2,6,1022
3,1,8,0,8,238,2,7,795,14,3,5,1168,3,7,1018,2,16,1062
2,0,0,0,13,5,0,8,238,14,3,7,981,3,17,1058,2,6,808
0,2,8,1,11,801,0,13,5,14,3,17,1021,2,7,806,0,7,237
0,2,8,1,4,531,1,11,811,14,2,7,773,0,8,235,0,12,4
1,0,8,1,1,834,1,4,536,14,0,8,217,0,13,5,2,10,824
1,0,8,1,3,738,1,1,846,14,0,13,5,1,11,822,2,3,542
1,0,8,1,18,656,1,3,746,14,1,11,788,1,4,540,2,0,860
1,0,8,1,11,899,1,18,662,14,1,4,513,1,1,857,2,2,759
1,0,1,1,4,531,1,11,911,14,1,1,822,1,3,757,2,17,672
1,0,5,0,13,365,1,4,536,14,1,3,727,1,18,670,2,10,926
1,0,8,2,16,470,0,13,365,14,1,18,640,1,11,922,2,3,542
0,2,8,3,7,1170,2,16,473,14,1,11,886,1,4,540,0,12,364
2,0,8,3,7,1067,3,7,1185,14,1,4,513,0,13,362,2,15,479
3,1,8,3,17,1009,3,7,1081,14,0,13,340,2,16,477,2,6,1200
3,1,8,2,7,463,3,17,1023,14,2,16,451,3,7,1196,2,6,1096
3,1,8,1,4,531,2,7,466,14,3,7,1157,3,7,1092,2,16,1038
2,0,0,0,13,5,1,4,536,3,3,7,1054,3,17,1034,2,6,472
1,0,8,2,1,736,0,13,5,10,3,17,997,2,7,470,2,3,542
0,2,8,0,8,297,2,1,744,14,2,7,444,1,4,540,0,12,4
2,0,8,0,13,5,0,8,297,14,1,4,513,0,13,5,2,0,757
0,2,2,3,12,1140,0,13,5,14,0,13,5,2,1,755,3,7,296
0,2,8,3,3,924,3,12,1155,14,2,1,725,0,8,294,0,12,4
3,1,8,2,7,463,3,3,938,14,0,8,273,0,13,5,2,11,1170
3,1,8,1,4,531,2,7,466,14,0,13,5,3,12,1166,2,2,953
2,0,0,0,13,5,1,4,536,14,3,12,1127,3,3,949,2,6,472
1,0,8,2,1,736,0,13,5,14,3,3,912,2,7,470,2,3,542
0,2,8,0,8,315,2,1,744,14,2,7,444,1,4,540,0,12,4
2,0,8,0,13,5,0,8,315,14,1,4,513,0,13,5,2,0,757
0,2,8,3,3,924,0,13,5,14,0,13,5,2,1,755,3,7,314
0,2,8,3,16,1143,3,3,938,14,2,1,725,0,8,312,0,12,4
3,1,8,3,12,1013,3,16,1158,14,0,8,291,0,13,5,2,2,953
3,1,8,0,8,165,3,12,1027,14,0,13,5,3,3,949,2,15,1173
3,1,8,0,13,5,0,8,165,14,3,3,912,3,16,1169,2,11,1042
0,2,2,3,12,944,0,13,5,14,3,16,1130,3,12,1038,0,7,164
0,2,8,3,7,1211,3,12,958,14,3,12,1001,0,8,164,0,12,4
3,1,8,1,11,754,3,7,1226,14,0,8,153,0,13,5,2,11,973
3,1,8,1,7,805,1,11,763,14,0,13,5,3,12,969,2,6,1241
1,0,8,1,7,389,1,7,816,14,3,12,932,3,7,1237,2,10,776
1,0,8,0,13,5,1,7,389,14,3,7,1194,1,11,774,2,6,829
1,0,8,3,7,1102,0,13,5,14,1,11,744,1,7,827,2,6,392
0,2,8,1,11,844,3,7,1116,14,1,7,793,1,7,390,0,12,4
3,1,8,0,8,29,1,11,856,14,1,7,368,0,13,5,2,6,1131
1,0,8,0,13,5,0,8,29,14,0,13,5,3,7,1127,2,10,871
0,2,8,3,7,1133,0,13,5,14,3,7,1088,1,11,868,3,7,28
0,2,8,3,17,1033,3,7,1148,14,1,11,833,0,8,29,0,12,4
3,1,8,3,7,972,3,17,1047,14,0,8,28,0,13,5,2,6,1163
3,1,8,3,12,1013,3,7,986,14,0,13,5,3,7,1159,2,16,1062
3,1,8,2,7,787,3,12,1027,14,3,7,1120,3,17,1058,2,6,1001
3,1,8,3,12,1013,2,7,796,14,3,17,1021,3,7,997,2,11,1042
2,0,8,2,7,553,3,12,1027,14,3,7,960,3,12,1038,2,6,809
3,1,8,3,12,1013,2,7,558,14,3,12,1001,2,7,807,2,11,1042
2,0,8,0,1,198,3,12,1027,0,2,7,774,3,12,1038,2,6,564
3,1,8,3,4,1038,0,1,198,14,3,12,1001,2,7,562,2,11,1042
0,2,8,0,1,296,3,4,1052,6,2,7,535,3,12,1038,0,0,197
3,1,8,2,11,609,0,1,296,14,3,12,1001,0,1,196,2,3,1067
0,2,8,3,7,1024,2,11,614,6,0,1,182,3,4,1063,0,0,295
2,0,8,1,7,436,3,7,1038,14,3,4,1026,0,1,293,2,10,622
3,1,8,0,13,7,1,7,439,14,0,1,272,2,11,620,2,6,1053
1,0,8,0,0,0,0,13,7,14,2,11,591,3,7,1049,2,6,444
0,2,8,0,0,0,0,0,0,14,3,7,1012,1,7,442,0,12,6
1,0,8,1,11,757,1,18,653,14,0,0,0,0,0,0,2,10,656
1,0,8,0,11,520,1,11,766,14,0,0,0,1,11,654,2,17,663
1,0,8,0,0,0,0,11,525,14,1,11,624,1,18,661,2,10,779
0,0,8,0,0,0,0,0,0,3,1,18,631,1,11,777,0,10,531
1,0,8,1,11,561,1,11,805,14,0,0,0,0,0,0,2,6,869
1,0,8,1,11,764,1,11,566,14,0,0,0,1,7,866,2,10,818
1,0,8,0,7,734,1,11,773,14,1,7,831,1,11,816,2,10,572
1,0,8,0,8,183,0,7,742,14,1,11,782,1,11,570,2,10,786
0,0,8,0,13,5,0,8,183,14,1,11,541,1,11,784,0,6,755
0,2,2,1,7,500,0,13,5,14,1,11,753,0,7,753,3,7,182
0,2,8,0,8,40,1,7,503,14,0,7,723,0,8,181,0,12,4
1,0,8,1,7,500,0,8,40,14,0,8,168,0,13,5,2,6,509
0,2,2,1,7,502,1,7,503,5,0,13,5,1,7,507,3,7,39
1,0,6,1,7,500,1,7,505,12,1,7,481,0,8,40,2,6,509
1,0,6,0,8,211,1,7,503,12,0,8,39,1,7,507,2,6,511
1,0,6,0,13,7,0,8,211,12,1,7,481,1,7,509,2,6,509
0,2,6,0,0,0,0,13,7,12,1,7,483,1,7,507,3,7,210
0,2,8,0,0,0,0,0,0,14,1,7,481,0,8,209,0,12,6
1,0,8,1,7,508,0,7,510,14,0,0,0,0,0,0,2,2,759
0,0,8,1,7,437,1,7,513,14,0,0,0,1,3,757,0,6,516
1,0,8,1,11,561,1,7,440,14,1,3,727,0,7,514,2,6,519
1,0,8,1,7,500,1,11,566,3,0,7,488,1,7,517,2,6,445
1,0,8,1,7,535,1,7,503,10,1,7,491,1,7,443,2,10,572
1,0,8,1,7,881,1,7,540,10,1,7,418,1,11,570,2,6,509
1,0,8,1,7,508,1,7,893,10,1,11,541,1,7,507,2,6,546
1,0,8,1,7,541,1,7,513,10,1,7,481,1,7,544,2,6,908
1,0,8,1,7,839,1,7,546,10,1,7,517,1,7,905,2,6,519
1,0,8,0,13,5,1,7,851,10,1,7,870,1,7,517,2,6,552
1,0,8,3,7,1115,0,13,5,10,1,7,491,1,7,550,2,6,865
0,2,8,3,7,1243,3,7,1129,14,1,7,523,1,7,862,0,12,4
3,1,8,3,7,1011,3,7,1258,14,1,7,827,0,13,5,2,6,1144
3,1,8,3,7,960,3,7,1025,14,0,13,5,3,7,1140,2,6,1273
3,1,8,3,5,1183,3,7,974,14,3,7,1101,3,7,1269,2,6,1040
3,1,8,3,10,1093,3,5,1198,14,3,7,1226,3,7,1036,2,6,989
3,1,8,3,14,988,3,10,1107,14,3,7,999,3,7,985,2,4,1213
3,1,8,3,3,1129,3,14,1002,14,3,7,948,3,5,1209,2,9,1122
3,1,8,2,7,820,3,3,1144,14,3,5,1168,3,10,1118,2,13,1017
3,1,8,2,7,638,2,7,832,14,3,10,1080,3,14,1013,2,2,1159
2,0,8,3,17,948,2,7,643,14,3,14,976,3,3,1155,2,6,845
2,0,8,3,7,1146,3,17,962,14,3,3,1116,2,7,843,2,6,652
3,1,8,2,7,781,3,7,1161,14,2,7,809,2,7,650,2,16,977
3,1,8,0,7,1121,2,7,790,14,2,7,620,3,17,973,2,6,1176
2,0,8,0,8,358,0,7,1135,3,3,17,936,3,7,1172,2,6,803
0,1,8,0,13,5,0,8,358,14,3,7,1133,2,7,801,0,6,1150
0,2,8,3,12,1013,0,13,5,14,2,7,769,0,7,1146,3,7,357
0,2,8,0,7,269,3,12,1027,14,0,7,1107,0,8,355,0,12,4
3,1,8,0,13,5,0,7,269,14,0,8,333,0,13,5,2,11,1042
0,2,3,3,17,1174,0,13,5,14,0,13,5,3,12,1038,0,6,268
0,2,8,3,7,1115,3,17,1189,14,3,12,1001,0,7,266,0,12,4
3,1,8,2,7,526,3,7,1129,14,0,7,246,0,13,5,2,16,1204
3,1,8,2,11,743,2,7,531,14,0,13,5,3,17,1200,2,6,1144
2,0,0,3,12,1013,2,11,752,1,3,17,1160,3,7,1140,2,6,537
2,0,4,0,8,283,3,12,1027,8,3,7,1101,2,7,535,2,10,765
3,1,8,0,13,5,0,8,283,14,2,7,509,2,11,763,2,11,1042
0,2,3,3,4,1038,0,13,5,14,2,11,733,3,12,1038,0,7,282
0,2,8,3,15,1230,3,4,1052,14,3,12,1001,0,8,280,0,12,4
3,1,8,3,12,1044,3,15,1245,14,0,8,260,0,13,5,2,3,1067
3,1,8,3,7,1252,3,12,1058,14,0,13,5,3,4,1063,2,14,1260
3,1,8,3,3,924,3,7,1267,14,3,4,1026,3,15,1256,2,11,1073
3,1,8,3,7,961,3,3,938,14,3,15,1213,3,12,1069,2,6,1282
